name,reviews.rating,cleaned_text
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buying version car next lip care since year old regularly used part beauty regime keep lip soft smooth hour using product regularly also keep dry irritated winter lip away amazing
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought size container dad often always sore corner mouth loved round container wanted always ready kiss nurse always healed corner mouth wo bad taste used daily
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love stuff addicted bliss stick last year ran across store smooth greasy lip bought faithfully every year dont really care cherry use even grandkids call name personal one also love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,big thing high school always car ex jar graduated using ever since may able find key money etc purse always find carmex leaf lip feeling soft smooth cure dry chapped lip time cant live without love product
"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,bought day ago im first time user brand sure use lip fire every time apply normal reaction using wrong thing thousand people across world rave amazing feedback would great hear
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,tried new lip butter went back carmex original lip balm jar last longer le expensive used apply lip balm stick day carmex jar night lip balm stick dont last use jar day even bought package jar save money
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,grew house mom always used time winter also whenever got cold sore never cold sore know really help know great drycracked windburned lip u living north get every winter
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,go lipbalm apply morning maybe let sink day feeling comfort dry lip reaplying unless aroung time go sleep perfect solution dry lip give lip healthy look also great apply lipstick im happy product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,nostalgic classic jar heals raw feeling cold sore chap ease must floridahelps fade dark spot dark skin economical price easy find store first started using year ago pharmacy employee recommended overthecounter cure inquiry healing side lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex year literally nothing bad say cant leave house without really soothes dry lip even use primer put lipstick lipstick set moist nice item highly recommended addicting
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,sister jar say love tingleas literally feel product rejuventating lip greasy product great feel like layer oil lip haha carmex also smell amazing worth every penny
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using farmed lip balm jar long remember lyric help moisture lip little jar part every life event attended wedding birth child numerous event way life part life
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,come long line carmex user absolutely could live without keep least bottle home time one purse one bathroom one living room matter there carmex nearby tell much use love highly recommend
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,loved carmex jar since little kid biased im wisconsin carmex wisconsin company mean understand chapped lip skin get thing ever used actually work work overnight time dry skin lip love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,year gave sort addicted always carmex wherever go cant sleep unless carmex lip love carmex always use nothing else carmex best lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used original carmex jar many year never let give relief need healing want tried true ill continue use year come ive tried carmex variety tje tube original jar favorite bit nostalgia
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought originally soothe painful cold sore one product actually worked didnt make dry continued using product lonnnngggg cold sore problem life soothing moisturizing im definitely carmex snob product work good
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,daughter introduced carmex lip balm use every day find initial tingle applied refreshing find difficult find stockist tell place stock coventry
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one day year battling chapped lip someone suggested try carmen low behold worked better chap item used whether chapstick vaseline lip balm etc still put small coat lip even chapped prevents chapping feel good
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ihave used product since came back chicago home care rn exposed element daycarmex saved lip stocked buying box son entered kindergarten always would leave somewhere young boy dohes still using productsthanks
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use nothing carmex chapped lip time favorite package rugged durable go anywhere tucked jean pocket bottom backpack easiest method apply right amount
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,family using carmex decade best item market keeping lip mouth healthy even send daughter wisconsin carmex product since winter long third generation using product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,better treatment cold sore dry heals faster one area great sore fingernail yep thats right ever cut short hurt try putting carmex jar relieve way
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ever since started skiing colorado found carmex ever use great lip protection weather condition loyal user year product come go none ever match carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,appointment new dentist put carmex lip keep moistwell ever since day always buy carmexi love product keep lip softshinymoist stay long would definetely recommend product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex helped dry thyroid cancer skin love lip get dry perfect product love jar cause fit purse glove compartment pocket etc last long also little dab
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great price good product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im huge fan carmex little classic jar first carmex feel great lip smell appealing little jar old school im glad still available highly recommend carmex chap lip need
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,mother actually buried jar carmex one hand kleenex another never seen without either would purchase carmex jar box would jar always within foot closer
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,far first go natural route anything however carmex best lip balm ever found isnt anything quite like healing penetrating numbing could addicted lip balm would
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex forever see little jar know relief second away original product reminds going drugstore seeing little jar right cash register great memory great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product religiously forget home go work get another jar way work cant go without lip always dry chapped lip chewer carmex always help lip heal stop hurting
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dont know carmex invented year old started using itmy lip split blistered cold wisconsin winter pharmacist local drug store recommended still use today year old
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using year awesome work dry chapped lip even work break out yes work pimple try work always keep bedroom one purse one bathroom love thank carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex original lip balm jar staple life entire life must car purse backpack diaper bag wouldnt exaggerating told every room house simply work mus fuss waste
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dont carmex bag dont leave home pot stick tube think addicted truth prone cold sore need use often safeguard lip wish special deal client cant live without
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex product many year still work always carmex great job keeping lip moisturized especially colder weather even dont dry lip consistently moisture carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,bought really good smell really bad
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buying carmex since teenager year many new product came tried end always found back using carmex lip product worked time time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love smell work great congrats sponsorship lambeau college football game sept great honor hope make go wi go bucky
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex original lip balm jar use time work lip also problem skin area like ear hairline chin elbow etc love consistency flavor last long time help heal kind skin wish came larger size oz would love oz size
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,put stuff every night go bed keep lip happy healthy soft plus like tingle boyfriend hated didnt like anything squidgy lip event might want kiss boyfriend gone carmex still lip every night enough said choose battle
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used carmex ever since moved arid climate spent weekend friend house lived beaten path sunday lip parched miserable went local store lucked upon shiny tub golden lip relief keep house couple truck couple desk
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy every time need something lip best even buy back put back case dont use anything else definitely recommend friend every one good everything dry cracked lip chapped lip anything go saver love nothing else compare
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using product umpteen year family prone getting cold sore ive getting since st gradeim trust product stuff way expensive doesnt workcarmex fantastic work short time use every product line nowi love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,high end lip balm round ball one anyother market long carmex far work best also noticed doesnt chap lip stop using product addicted mild beautifully scemted charm thankyou pampering carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep jar next bed favorite thing found lip stay night wake soft lip like light scent way feel work well also one best thing winter time nothing else work well cheap bit cheaply made budget friendly fantasticness
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product family using product year every time see jar brings back old memory child love veered original self still brand family trust day great product always count help protect pucker
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex ten year lost without two jar purse one car one desk drawer time cold sore chapped lip flaky lip sun ten year people talk daily exercising well daily care includes dip lip carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,maybe question review using original carmex year recently bought pot shocked beloved salve seem different smell texture feel rather questionable lot please tell change formula
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im girl adores chap stick though trusty sidekick nothing fight extremely chapped lip last week bought jar carmex application dry lip back normal hour thank
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,always buy least jar carmex hand home purse time winter weather fast approaching severe dry lip usually get cold sore point carmex softens protects lip throughout winter month reliable trustworthy get protection done
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used carmex original jar long remember mom started u little day still go chapped dry lip good moisturizer love menthol nothing else like one truck one nightstand time
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,soon cold snap occurs time buy jar carmex leave bathroom kitchen bedroom way access time climate get dry zap lip carmex never reach best product keep lip chapping especially shoveling cold winter month
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought many past yearshaving son military life saver iraq afgahanintanhe oldest middle son us daily started daughter use yougest us alsoand course toothanks great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,original carmex around since child remember used get painful chapped lip playing outside winter little mom would always use product help healsoothe lip product stood test time still available today thankful
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using year lip always soft lip care item prevents fever blister year old daughter swears buy time make sure always plenty hand bought expensive product always come back carmex love stuff
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex small glass jar believe plastic many many year always loved distinctive smell carmex tingle piut jar may seem tiny last long time carmex bed purse even tried carmex lotion love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,go without using carmex original yellow jar use carmex day long preserver lip day year even dentist keep jar drawer patient keep moist lip drive every week atlanta carmex always life saver preserver family
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,first started use went visit granny got really bad cold sore got carmex cold sore gone three day using ever since im
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,happy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love jar becuase love touching lip love idea able control amount carmax want finger jar also ideal wanting share friend family dont worry lip touching stick person get individual amount jar best also happen get cold sore dont scrape top layer stick wasting product prevent cold sore coming back spreading using jar keep lip wasting product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,cold sore one worst discomforting thing ever first tried carmex immediately felt relief really indescribable awesome carmex used pretty much every line chapstick lip reliever market l none come close carmex since started using carmex thats use keep two purse keep home well lip finally kissable thanks carmex thank amazing product god bless guy helping many
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use suffer dry cracked lip year round year tried every brand market website chance saw product gave trywow ive used every daynight past yr pain discomfort non issue keep lip hydrated chance cold sore lip ready day thank much awesome product ive shared stocking suffers friend family cost reasonable also thank againfrom happy lip cuyahoga fall ohio
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,use product particularily cold winter month great job protecting lip weather put thick gel little go long way lipcolor day generously lip conditioning treatment night skin near nose im sick get dried irritated blowing nose product work budgetfriendly staple anyones makeup collection complaint im fan smell future would love le stinkymedicated scent
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,usually always buy carmex come lip balm original jar one goto carmex product love cherry tube jar convenient around le likely lose last forever well apply every day multiple time day still look like havent made dent product month keep lip moisturizer hour doesnt leave greasy residue doesnt feel sticky like lip balm highly recommend keep desk work purse
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,know people claim carmex addictive know claim either way love slather virtually half face prior bed night dont wear day dont like feeling least bit greasy anyway wanted tell love carmex forgot bring carmex business trip stuck buying overpriced chapstick hotel lobby boy stuff junk felt like spreading old cheese lip day must
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used lick lip causing become extremely dry dark ring around mouth lip peeling cousin suggested try carmax year ago carry comex everyplace go car purse beside bed cant without become best friend lip longer dry sore cracking would recommend product everyone yearold nephew man us experiencing problem longer problem thank
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,ive used carmex original lip balm jar long remember ever since someone introduced either late elemtary middle school many many memory associated simple little product grown year love never really changed except minor change jar year genius addition line made betterthank carmex important part ever changing life
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,cant even tell many year using carmex tub never use anything else love carmex totally addicted lip always soft put every night bed lip good whole day tried many different product chapped lip far absolute best product market price quality product incredible one dont work cost much money keep guy love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex familiar pot since high school remember like yesterday girl gathered lady room class gossip giggle brush hair put carmex soften lip ready case cute boy crushed spoke u wouldnt kissing class followed ritual lip would perfect still love feeling lip taking st inhale make lip tingle thought travel sweet memory
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love keeping jar home use bed need night also keep jar kid especially winter lip get chapped lick lip cause ring around mouth product help get rid fast keep bed case need night also like smooth scent also pleasant kid like smell especially cold seems help clear nose better
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,remember back small child father would always case putting carmex lip always sore chapped course year old wouldnt care winter came lip chapped started getting cold sore mouth finally listened dad putting carmex lip ever since started never stopped carmex amazing product lip never got crusty havent sore since elementary school
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,began using carmex high school really bad acne started acne treatment really dried face lip dermatologist told use carmex year old still use put morning applying makeup reapply several time throughout day removed makeup night right go bed reapply go sleep without husband us almost much excellent product thank
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,open jar carmex cant wait cooling smell soft butter go like silk protects lip wind rain sun wear sleep keep lip moist supple even use nose house dry keep loose soft think carmex best market low price high quality ive used many year kid little would use cold sore chapped lip cheek keep excellent work sincerely tina utecht
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using pot carmex since loved year back day anyone would say use carmex lip protection referred someone always carmex year pot carmex lost fabulousness there something applying carmex lip finger try see smooth glide right place instant relief healthy little shine lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex year get cold sore every year used nexcare abreava way expensive tooand noticed take week cold sore hear tried carmex like gone day actually got cold sore yesterday gone today told daughter back sore even used even recommend lady store dont think took word
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought first carmex three year ago think saw friend love use wake day needed go bed lip havent dry three year amazing isnt used one jar halfway second one one half jar three year amazing also got cherry one recently love scent ah product perfect really recommend everyone
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using particular carmex product several year original lip balm jar staple purse kid christmas stocking every year past several year three kid grown still want carmex christmas give several jar year product keep lip chapping minnesota cold also arkansas heat lived several year state love product much
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,name say original started carmex craze dont know graduated carmex going strong year even since school lol love cant live without also carmex product flavor totally amazing figured would go original single product started amazing product actually job properly thank carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,never tried time keep lip moist healthy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im going review st product made carmex one first one ever tried got hooked lip balm started tried product year old lip chapped painful red soon aunt uncle purchased stopped pain right away within couple day gone never problem product today still carry carmex purse product made carmex affordable thank making life easier fan lia anderson flint mi
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grew skating rink mean multiple mother father watching u also mean multiple grandmother willing share knowledge product part knowledge year later still using product religiously keep pocket keep hunting backpack keep truck console keep nightstand mean product within reach help crack chapped lip also help cold sore share knowledge love product every chance get great great product
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,always use work treat however massive dent built bottom classic jar make look like getting money squeezie tube better value money price product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive using carmex past two year product keep lip moist smooth got say started using carmex normally used get cold sore cold sore product help tried like abreva spent much money product like cold sore took long time heal got worse friend told carmex tried carmex sore amazing sore diminishing gone quickly always keep carmex bag dresser car definitely would recommend product friend family
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,prone severe chapped lip dont use chap stick every day lip dry point crack bleed unlike chap stick work hour need reapplied every hour carmex jar long lasting put twice day work bed lip fine sometimes even get fine using day weather isnt harsh really cold dry still need use chap stick midday use carmex morning night vast improvement love added bonus jar favorite color
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought carmex jar month ago live georgia easy get dry lip hot dry weather decided try one week boyfriend noticed change lip soft however doesnt like carmex oily feeling taste rather undelightful however one day left jar car accident came back melted hear outside actually fully melted bringing inside came right back life problem rather happy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive tried countless lip care product countless brand across different price point nothing beat carmex original jar instantly soothes dry lip regular application help keep lip looking feeling great formulation great use yearround emollient colder hotter weather favor apply liberally often possible wont regret
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,brought carmex lip balm lip chapped dry love cute little container store pretty much anywherei never used lip balm much one day already seen improvement lip moisture lip balm shown much improvement soonand stocked brought like last month hopebut might need morebut like feel minty refreshing lipsso plan sticking product perfect
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex many year forgot got pushed back draw however recently found remembered moisturising lip great tingly minty feeling balm give always dry chapped lip using carmex allowed lip heal make feel soft could live jar bag around house apply multiple time day bed apply generous amount work lip mask night give luscious lip morning
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lifelong carmex user keep lip drying cracking searing summer month frigid winter month used play marching band indispensable tool would never go without playing wind instrument extreme weather condition murder lip carmexs invigorating healing power kept lip fresh safe protected even punishing condition doesnt wear easily like brand actually feel healing lip immediatelythis stuff work miracle
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive used product pot yr til came tube ive used tube ever since ive tried everything market nothing work like still dont like smell flavor im hooked ive tried cherry didnt care every thought vanilla mint tube find vanilla stick right smellflavor dont like texture doesnt last like original lip thank tube house everywhere go stop buy
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product awesome nose lip raw nasty cold carmex soothed healed severe chapped skin second looking product healing product lanolin pleased find second main ingredient thanks carmex im back feeling great
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,discovered carmex original lip balm ten year ago since ive never used different brand soothing difference like night day constantly recommending carmex lip balm friend even acquaintance display immediate need get relief chapped lip cold sore know beyond reasonable doubt end hero without exception love cant believe theyve discovered always unopenedunused tube give newest convert love overwhelming thanks carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive exclusively used carmex yr last thing going bed night lip chapped year soft supple always prefer original pot carmex bedside table purse always ive three daughter use going sleep night everyday year also say simply best lip product ever recommend always someone chapped dry lip want smooth soft lip always
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dont know lucky carmex lip balm jar came texas mile away find lip spoiled every day moistened balm make red inflamed lip super calm plesant aroma second none pretty soon gone fear tho carmex lip balm jar cuz everyone know ask see balm take second lucky little palm love carmex lip balm never fails heal lip keep soft moist
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product heals cold sore completely never cold sore week ago went pharmacy bought expensive medicine specifically cold sore work actually made lip itchy using carmex year dry chapped lip thought okay ill give try cold sore like magic gone phenomenal product super grateful people carmex consistently making high quality product lip say thank
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,found product back walked local drug store looking something would work better chapped lip fever blister go chap stick finding carmex found carmex soothing restorative lip use lipstick everyday keep fever blister manageable get one super moisturizing weather never leave home without one form pocket handbag lip balm jar go bed please never change product work work well
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,sister used use time ran jar upon jar growing considering good year younger thought weird teenager turned swim team school girl using chapped lip horribly dry lip due constant lap swimming weather time week day amazing lip stuff real deal girl didnt use carmex looking little raw faced trial used even cheek help windburn phenomenal elbow really work everything know many empty tiny yellow jar everywhere
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,many year using various lip balm discovering carmex game changer never use another lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,bought new carmex thats pkg rather used sell open boxi noticed went price big deal since happens time everything seems go upset even though look like jar look underneath indentation go far half used get old glass jar compared new plastic one indentation bottom least half way ive noticed one pkgs tight plastic sticker bottom cover fact havent bought carmex since going email company sent email review product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using least half decade love death complaint actually miss old glass container came fortunately still one often fill content new plastic container know stuff really miss white glass container came even though know new plastic container safer still like nostalgia glass container
"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,great product better abreva price fair better product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,let first start saying suffered severe chapped lip long remember literally layer skin peeling lip little little suffice say quite painful visited doctor brought issue commanded carmex bit skeptical went anyways tried many remedy availso another attemptwell let tell last attempt carmex improved condition tremendously soothing moisturizing helped peeling chapped lip lip baby soft supple stay hydrated long hour could ask better lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,wife bought cream month ago honest impression would like balm oh boy wrong little wonder balm cure chapped limp cure cold sore yes cold sore fact beat cold sore medication use regularly meaning dont lose jar like often prevents chapped lip cold sore reappearing plus love tingling sensation get apply recommend friend found product pharmacy carry anymore find another place get help website think found solution thank carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ever since little used carmex goto chapstick love everything could never find better lip balm something put lip lip dry also work wonder lip cracked hurting dry product must purse time love love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,purchased delightful little jar approximately two week ago preparation impending winter month inevitably chapped cracked lip vast world live today often overwhelmed huge number choice faced every day even come something simple chap stick want purchase cant thank carmex enough forever making little choice easier creating lip balm far rest simple yet elegant design combined nonsense get job done formula make obvious choice anyone looking healthy happy lip throughout holiday season
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip almost always chapped without carmex ive dry chapped lip long ive tried everything blistex eos chapsticks lucas pawpaw even medicated lip ointment recently picked carmex instinctual urge dont think ive ever looked back since carmex wonder lip theyre smooth soft even boyfriend commented consistency right thin thick ive found lucas pawpaw good chapped lip blistex eos give thin layer lip balm like apply lip balm sleep room sits cool degree celsius find consistency carmex really absorbs heals lip sleep blistex leaf thin coating lip wake whilst pawpaw doesnt absorb well either sometimes dry lip even recommend little tub goodness everyone anyone looking great lip balm lip remedy ive needed apply time daily extremely dry chapped lip medication work wonder really love little tub carmex far one best lip remedy ive picked affordable price well
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,introduced product back yet far best product used ever use keep lip moist supple go way pharmacy shop product however learned year stock exactly thanks carmex unique exquisite product id love entered commercial youd allow smile recommend encounter lastly gotten bit expensive really need people used product know quality think price getting bit profuse nonetheless stand
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,excellent dry cracked lip great product love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,started using carmex moved back home chicago coworker hospital turned onto carmex told staple winter chicago used ever since live southeast good sore chapped winter lip perfect surfing lipstick base gloss dry lip believe ask hubby jar car purse stashed everywhere always handy ive traveled world original carmex jar carmex mexico jamaica bahamas usa turn everyone carmex spark conversation traveling
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,mom would always keep jar carmex stocked bathroom nothing else used house well grown run beloved carmex jar hubby came home brand immediately thrown trash obviously understand love familiar soothing scent way immediately took care dry lip yellow cover white pot found store picked fivechecked car tore one wrapper opened one pot familiar friend back chapped lip slathered soothing lip balm
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,beginning rd grade approx every fall would cursed w huge reddishpurple ring around mouth severely dry lip literally using upper lower lip chap aid spending afternoon w grandmother stopped local pharmacy buy tube chapstick pharmacist helping suggested try new aid handed little yellow tin tub carmex suggested try used nonstop next day amazed whole family w well fast carmex job used nothing else ever since lip belong solely carmex many thanks carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,avid user carmex pot last year living wisconsin started using product high school moved florida carmex state florida distraught mother send shipment carmex could survive pot carmex every room house car purse everywhere tried lip product one find absolutely reliable everytime carmex lip stayed soft many year never chapped lip carmex best thing since sliced bread
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used carmex original lip balm little round jar many year always come many product found work consistently exactly claim one first hint cold sore grab carmex quickly apply stop cold sore progressing heals trying pop cant find little jar panic hurry store buy another one one want go around ugly cold sore ive always thought amazing product work well would affordable
"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,got carmex first time started really chapped lip work wonder taking acne medication called roaccutane cause lip dehydrated orange flavor liquid lip conditioning tube worked wonder day also used original jar right dont remember put havent used remember nice refreshing scent also calm lip burning due extreme dryness
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,recently moved pennsylvania colorado huge elevation difference day ago friend went garden god failed bring chapstick result linking lip way much suffered tremendously next day lip fire day lip severely chapeed didnt even want go work well course went bought little miracle jar within hour lip better still chapped needed heal shocked quickly carmex soothed lip amazing love
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love product would definitely recommend
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,somehow found balm romania little store decided buy jar interesting price good must admit expectation werent high lot lip balm none really work big surprise menthol camphor arent usual lip balm good job lip together ingredient became favourite balm world would sooo happy try product unfortunately impossible buy bring usa expensive
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy tub dozen time use carmex carry wherever go cant leave home without carmex product work wonder keeping lip chapping keep lip supple soft thank carmex yes picture carmex coat pocket
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love lip balm original pot version love way make lip feel make feel fresh smooth soft lip balm doesnt irritate lip lip balm gloss leave lip numb itchy doesnt like miracle jar never get cold sore use like everyday lip balm wonderful like wearing lipstick sometimes annoying dry peeling lip put lip getting ready wipe apply lipstick like oily greasy like blistex jar carmex perfect texture smell like original chapstick smell lol kind reminds smell new baby doll skin kind powdery way like cheap cent walmart worth buying wont disappointed also use dry hand well long lasting
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought always working best lip love wipe lip soft crack help sore product best
"Carmex Lip Balm Original Jar - 12 PK, 12.",1.0,bought like month ago recommendation wasnt well
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex since mother introduced turn introduced husband without due addiction probably keep jar stashed around house car one side bed one bathroom one car always least laundry room freshly laundered desk drawer couple brand new one case disappointment day went buy new jar package felt different beloved jar plastic little wonderfully feeling porcelain believe jar gone admit month searched beloved jar every store went hope sold replaced new plastic jar dont know anyone else would gladly pay uncharge beloved true classic original jar back
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im happy productworks well especially dry lip
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,used use cherry chapstick brand chapstick cakebatter flavored one well stuggled combination one would work would neither helping eventually searched something new help relive dry almost papery lip tried original carmex love first two day put soon got slept overnight woke like lip never damaged love carmex thank much
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought lip balm day ago never heard best product ever fell love immediately
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex delivers like lip balm hand best product
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,using carmex original lip balm jar since child remember mom getting little tub carmex putting lip went door winter spring summer fall teen would always little jar christmas stocking along tube wanted wear lip gloss never went lip gloss carmex daughter came would put little carmex lip left house toothey got little tub christmas stocking granddaughter get little carmex lip go mom also get little jar flavored tube christmas stocking year later yr old still go lip quencher season season christmas stocking favorite
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,annasiriya iraq introduced carmex true believer ever since pulling security ziggurat ur iraqi first meeting attempt self governance hot sun day end day blister lip looked like cigarette put lip fellow soldier suggested carmex given worked like charm healing burn preventing burn since time may returned southern iraq spent january february kandahar province afghanistan every time took good supply carmex saved lip burning extreme sun found areai told everyone wanted send care package please send carmex
"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,friend bought feel good lip
